"","PLOT_NAME","SUPER_PATHWAY","SUB_PATHWAY","Rmcorr","CI_lower","CI_upper","p_value","padj","sig"
"535","carboxyibuprofen","Xenobiotics","Drug - Analgesics, Anesthetics",-0.216269033753819,-0.445716733710539,0.0398437288608684,0.0969790594726959,0.831141825375282,""
"536","O-desmethylvenlafaxine","Xenobiotics","Drug - Psychoactive",-0.0612790051804124,-0.3103742063638,0.195690693964555,0.641847242031104,0.960981009182483,""
"537","3b-hydroxy-5-cholenoic acid","Lipid","Secondary Bile Acid Metabolism",0.0309326113321322,-0.224757460715497,0.282637323582642,0.814504623135932,0.976408555057729,""
"538","guaiacol sulfate","Xenobiotics","Benzoate Metabolism",0.134497287814708,-0.123650343860588,0.375594613938566,0.305570686422697,0.875370429606745,""
"539","2-aminooctanoate","Lipid","Fatty Acid, Amino",0.0668125058726981,-0.190341404252867,0.315386566164742,0.612008827427743,0.960981009182483,""
"540","dimethyl sulfone","Xenobiotics","Chemical",0.0644252542402154,-0.192651058330423,0.313225843851899,0.624808617702678,0.960981009182483,""
"541","2-piperidinone","Xenobiotics","Food Component/Plant",-0.0274406026147522,-0.279418360676644,0.2280732794748,0.83513382833719,0.978057183043045,""
"542","2-aminophenol sulfate","Xenobiotics","Food Component/Plant",-0.0763203428039107,-0.323966693686334,0.181114285696925,0.562194345057342,0.960981009182483,""
"543","3-acetylphenol sulfate","Xenobiotics","Chemical",0.169686088220621,-0.0880316781920507,0.406112425765265,0.194921685956849,0.831141825375282,""
"544","1-stearoyl-GPS (18:0)*","Lipid","Lysophospholipid",0.11079668160821,-0.147271355228182,0.354741092994786,0.399355496925361,0.905790722465325,""
