"","PLOT_NAME","SUPER_PATHWAY","SUB_PATHWAY","Rmcorr","CI_lower","CI_upper","p_value","padj","sig"
"207","gentisate","Amino Acid","Tyrosine Metabolism",0.0401860614675357,-0.213798248176937,0.289081388254078,0.75846719155237,0.996044105356185,""
"208","paraxanthine","Xenobiotics","Xanthine Metabolism",-0.00458050857411089,-0.256105837925821,0.247525743213858,0.972051849857045,0.996044105356185,""
"209","indolelactate","Amino Acid","Tryptophan Metabolism",-0.000850195689009972,-0.252616850200927,0.251024286832433,0.994811499764479,0.998329303181872,""
"210","3-indoxyl sulfate","Amino Acid","Tryptophan Metabolism",0.0182916494924977,-0.234609752865546,0.268873897057766,0.88872439003395,0.996044105356185,""
"211","gamma-glutamylphenylalanine","Peptide","Gamma-glutamyl Amino Acid",0.0353289940925195,-0.218435068525977,0.284617611617829,0.78692617708107,0.996044105356185,""
"212","4-methyl-2-oxopentanoate","Amino Acid","Leucine, Isoleucine and Valine Metabolism",0.102612771615962,-0.153165774672458,0.34550563667747,0.431321702754219,0.987519423912971,""
"213","1,5-anhydroglucitol (1,5-AG)","Carbohydrate","Glycolysis, Gluconeogenesis, and Pyruvate Metabolism",-0.11471378214513,-0.356243601993181,0.141185423874241,0.378686436137007,0.987519423912971,""
"214","2-arachidonoylglycerol (20:4)","Lipid","Monoacylglycerol",0.0429931830584683,-0.211113188738397,0.291656283392407,0.742161016096171,0.996044105356185,""
"215","1-stearoyl-2-arachidonoyl-GPI (18:0/20:4)","Lipid","Phosphatidylinositol (PI)",-0.0129904282630561,-0.263947725822859,0.239614150740939,0.920849516669023,0.996044105356185,""
"216","sphingosine 1-phosphate","Lipid","Sphingosines",0.055061902262014,-0.199525401870759,0.302685683623576,0.673411581627164,0.996044105356185,""
"217","1-oleoyl-GPS (18:1)","Lipid","Lysophospholipid",-0.0950409615844246,-0.338754199714428,0.160624038330023,0.466253200496419,0.987519423912971,""
"218","1-stearoyl-2-oleoyl-GPS (18:0/18:1)","Lipid","Phosphatidylserine (PS)",0.00755431908937306,-0.24473198193166,0.258882576903603,0.953922824761058,0.996044105356185,""
"219","1-stearoyl-GPI (18:0)","Lipid","Lysophospholipid",-0.146929783012112,-0.384523177316094,0.108921030468744,0.258491662165872,0.987519423912971,""
"220","1,2-dipalmitoyl-GPC (16:0/16:0)","Lipid","Phosphatidylcholine (PC)",-0.282597500275535,-0.498913596328999,-0.03313476043165,0.0273358210233621,0.841634979113164,""
"221","docosahexaenoate (DHA; 22:6n3)","Lipid","Long Chain Polyunsaturated Fatty Acid (n3 and n6)",-0.0761285908491754,-0.321780552739525,0.179126131875786,0.559805845639641,0.996044105356185,""
"222","1-myristoyl-2-palmitoyl-GPC (14:0/16:0)","Lipid","Phosphatidylcholine (PC)",0.0221697569139077,-0.230940276515221,0.27246935276438,0.865332586010096,0.996044105356185,""
"223","alpha-hydroxyisocaproate","Amino Acid","Leucine, Isoleucine and Valine Metabolism",0.0362018308385233,-0.217602654864895,0.285420569804416,0.781790291314487,0.996044105356185,""
"224","maleate","Lipid","Fatty Acid, Dicarboxylate",0.0829045127709608,-0.172517895383914,0.327880074639412,0.525295120871095,0.987519423912971,""
"225","4-acetylphenyl sulfate","Xenobiotics","Benzoate Metabolism",0.0187586443317062,-0.234168262375569,0.26930722563512,0.885902179756665,0.996044105356185,""
"226","2-hydroxyoctanoate","Lipid","Fatty Acid, Monohydroxy",0.156483508596384,-0.099248183764537,0.392824679670221,0.22846318038817,0.987519423912971,""
"227","3-hydroxyoctanoate","Lipid","Fatty Acid, Monohydroxy",0.0987053468085632,-0.157018246095583,0.342024701568456,0.449160235897096,0.987519423912971,""
"228","phenyllactate (PLA)","Amino Acid","Phenylalanine Metabolism",-0.0611165713280559,-0.308194074036898,0.193685062154739,0.639857213577765,0.996044105356185,""
"229","palmitoylcarnitine (C16)","Lipid","Fatty Acid Metabolism (Acyl Carnitine, Long Chain Saturated)",0.0670406394942571,-0.187953166851703,0.313567659224501,0.607706484314514,0.996044105356185,""
"230","hexanoylcarnitine (C6)","Lipid","Fatty Acid Metabolism (Acyl Carnitine, Medium Chain)",0.198091551489206,-0.0565501082782897,0.428535417878103,0.125930954021796,0.987519423912971,""
"231","N-acetylaspartate (NAA)","Amino Acid","Alanine and Aspartate Metabolism",0.237275594079565,-0.0154694592715081,0.461520085473327,0.0655872724167922,0.971901767872889,""
"232","dehydroepiandrosterone sulfate (DHEA-S)","Lipid","Androgenic Steroids",0.157856825089733,-0.0978537596057682,0.394014835160272,0.224354470304482,0.987519423912971,""
"233","acetylcarnitine (C2)","Lipid","Fatty Acid Metabolism (Acyl Carnitine, Short Chain)",0.149617326280618,-0.106204866460139,0.386862350875169,0.249787443510293,0.987519423912971,""
"234","cysteine s-sulfate","Amino Acid","Methionine, Cysteine, SAM and Taurine Metabolism",0.0266714804981823,-0.226671683431997,0.276634224557771,0.838324061749726,0.996044105356185,""
